2to3	python2-basic
printafm	desktop
printenv	os-core
printf	os-core
privsep-helper	openstack-common
prlimit	os-core
procan	sysadmin-basic
procmail	mail-utils
profiles	samba
protoc	machine-learning-pytorch
protoc-c	devpkg-protobuf-c
protoc-gen-c	devpkg-protobuf-c
protoc-gen-go	cloud-native-basic
protocoltojson	kde-frameworks5
prove	perl-basic
proxy	os-core-webproxy
prtstat	sysadmin-basic
prune	graphviz
pruneemptydirs	desktop-kde-apps
ps	os-core
ps2ascii	desktop
ps2eps	texlive
ps2epsi	desktop
ps2frag	texlive
ps2pdf	desktop
ps2pdf12	desktop
ps2pdf13	desktop
ps2pdf14	desktop
ps2pdfwr	desktop
ps2pk	texlive
ps2ps	desktop
ps2ps2	desktop
ps4pdf	texlive
psbook	texlive
pscap	devpkg-libcap-ng
psfaddtable	kbd
psfgettable	kbd
psfstriptable	kbd
psfxtable	kbd
psicc	devpkg-lcms2
psjoin	texlive
psktool	cryptography
psl	devpkg-libpsl
pslatex	texlive
pslog	sysadmin-basic
psnr	desktop-apps
psnup	texlive
pspell-config	sysadmin-basic
psql	postgresql
psresize	texlive
psselect	texlive
psstop	performance-tools
pst2pdf	texlive
pstops	texlive
pstoreclean	devpkg-telemetrics-client
pstoreprobe	devpkg-telemetrics-client
pstree	sysadmin-basic
pstree.x11	sysadmin-basic
ptar	perl-basic
ptardiff	perl-basic
ptargrep	perl-basic
ptex	texlive
ptex2pdf	texlive
ptftopl	texlive
pth-config	os-testsuite-phoronix-server
ptiptop	performance-tools
ptp4l	time-server-basic
ptsematest	dev-utils
ptx	os-core
pulseaudio	pulseaudio
purge	squid
purifyeps	texlive
purple-client-example	pidgin
purple-remote	pidgin
purple-send	pidgin
purple-send-async	pidgin
purple-url-handler	pidgin
putsurface	libva-utils
putsurface_wayland	libva-utils
pv	sysadmin-basic
pvchange	boot-encrypted
pvck	boot-encrypted
pvcreate	boot-encrypted
pvdisplay	boot-encrypted
pvmove	boot-encrypted
pvremove	boot-encrypted
pvresize	boot-encrypted
pvs	boot-encrypted
pvscan	boot-encrypted
pwck	os-core
pwconv	os-core
pwd	os-core
pwdx	os-core
pwgen	pwgen
pwmake	os-core-dev
pwmconfig	lm-sensors
pwscore	os-core-dev
pwunconv	os-core
pxelinux-options	syslinux
py.test	python-extras
pyami_sendmail	cloud-api
pybabel	Babel
pycam	maker-cnc
pycam-cli	maker-cnc
pycc	python-data-science
pycodestyle	python3-basic
pydoc	python2-basic
pydoc3	python3-basic
pydoc3.7	python3-basic
pydocstyle	python-extras
pyflakes	django
pyftmerge	fonttools
pyftsubset	fonttools
pygmentex	texlive
pygmentize	scm-server
pygobject-codegen-2.0	maker-cnc
pygtk-codegen-2.0	maker-cnc
pygtk-demo	maker-cnc
pyhs100	domotica
pyjwt	domotica
pykig.py	education-primary
pylint	computer-vision-models
pylupdate5	maker-3dprinting
pyozw_check	domotica
pyozw_shell	domotica
pyrcc5	maker-3dprinting
pyreverse	computer-vision-models
pyro4-check-config	python-data-science
pyro4-flameserver	python-data-science
pyro4-httpgateway	python-data-science
pyro4-ns	python-data-science
pyro4-nsc	python-data-science
pyro4-test-echoserver	python-data-science
pyroma	django
pyroute2-cli	openstack-common
pyrsa-decrypt	cloud-api
pyrsa-decrypt-bigfile	cloud-api
pyrsa-encrypt	cloud-api
pyrsa-encrypt-bigfile	cloud-api
pyrsa-keygen	cloud-api
pyrsa-priv2pub	cloud-api
pyrsa-sign	cloud-api
pyrsa-verify	cloud-api
pyscss	django
pyspark	big-data-basic
pytest	python-extras
python	python3-basic
python-argcomplete-check-easy-install-script	diffoscope
python-argcomplete-tcsh	diffoscope
python-config	python2-basic
python2	python2-basic
python2-config	python2-basic
python2.7	python2-basic
python2.7-config	python2-basic
python3	python3-basic
python3-config	python3-basic
python3.7	python3-basic
python3.7-config	python3-basic
python3.7m	python3-basic
python3.7m-config	python3-basic
pythonprobe	devpkg-telemetrics-client
pythontex	texlive
pyuic5	maker-3dprinting
pyvenv	python3-basic
pyvenv-3.7	python3-basic
qcollectiongenerator	qt-basic
qdbus	qt-basic
qdbuscpp2xml	editors-dev
qdbusviewer	qt-basic
qdbusxml2cpp	editors-dev
qdistancefieldgenerator	devpkg-qttools
qemu-edid	kvm-host
qemu-ga	qemu-guest-additions
qemu-i386	kvm-host
qemu-img	clr-installer
qemu-io	kvm-host
qemu-keymap	kvm-host
qemu-nbd	kvm-host
qemu-pr-helper	kvm-host
qemu-system-i386	kvm-host
qemu-system-x86_64	kvm-host
qemu-x86_64	kvm-host
qgis	maker-gis
qgis_bench	maker-gis
qgit	dev-utils-gui
qgltf	qt-basic
qhelpgenerator	devpkg-qttools
qlalr	editors-dev
qmake	editors-dev
qmi-firmware-update	games-dev
qmi-network	games-dev
qmicli	games-dev
qml	qt-basic
qmlcachegen	devpkg-qtdeclarative
qmleasing	devpkg-qtdeclarative
qmlimportscanner	devpkg-qtdeclarative
qmllint	devpkg-qtdeclarative
qmlmin	devpkg-qtdeclarative
qmlplugindump	devpkg-qtdeclarative
qmlpreview	qt-basic
qmlprofiler	qt-basic
qmlscene	qt-basic
qmltestrunner	devpkg-qtdeclarative
qpaeq	pulseaudio
qpdf	devpkg-qpdf
qpid-python-test	openstack-common
qpid-python-test.bat	openstack-common
qra64code	amateur-radio
qra64sim	amateur-radio
qrencode	desktop-kde-apps
qrenderdoc	developer-gpu
qscxmlc	containers-basic-dev
qtattributionsscanner	devpkg-qttools
qtdiag	qt-basic
qtdoc	desktop-kde-apps
qtpaths	qt-basic
qtplugininfo	devpkg-qttools
qtwaylandscanner	containers-basic-dev
quassel	quassel
quasselclient	quassel
quasselcore	quasselcore
quest	devpkg-xapian-core
queuelat	dev-utils
quilt	dev-utils
qv4l2	v4l-utils
qvidcap	v4l-utils
qvkgen	editors-dev
qvlc	vlc
qwebengine_convert_dict	desktop-kde-libs
r	R-basic
rabbitmq-defaults	openstack-common
rabbitmq-diagnostics	openstack-common
rabbitmq-env	openstack-common
rabbitmq-plugins	openstack-common
rabbitmq-server	openstack-common
rabbitmqctl	openstack-common
rados	ceph
radosgw	ceph
radosgw-admin	ceph
radosgw-es	ceph
radosgw-object-expirer	ceph
radosgw-token	ceph
radvd	openstack-common
radvdump	openstack-common
rake	ruby-basic
randpkt	wireshark
ranlib	binutils
rarp	net-tools
raw	os-core
raw-identify	devpkg-LibRaw
raw2tiff	devpkg-tiff
raw_ethernet_burst_lat	hpc-utils
raw_ethernet_bw	hpc-utils
raw_ethernet_fs_rate	hpc-utils
raw_ethernet_lat	hpc-utils
rawshark	wireshark
rbd	ceph
rbd-fuse	ceph
rbd-mirror	ceph
rbd-nbd	ceph
rbd-replay	ceph
rbd-replay-many	ceph
rbd-replay-prep	ceph
rbdmap	ceph
rcc	editors-dev
rclone	rclone
rcmysql	mariadb
rcopy	storage-utils
rctest	hardware-bluetooth
rdjpgcom	devpkg-libjpeg-turbo
rdma	os-core
rdma-ndd	storage-utils
rdma_client	storage-utils
rdma_server	storage-utils
rdma_xclient	storage-utils
rdma_xserver	storage-utils
rdmsr	performance-tools
rdoc	ruby-basic
rds-ctl	v4l-utils
re2c	php-basic-dev
readelf	binutils
readlink	os-core
readprofile	os-core
realpath	os-core
reboot	os-core
rebootmgrctl	rebootmgr
rebootmgrd	rebootmgr
rec	amateur-radio
rec_control	pdns-recursor
recode-sr-latin	kvm-host
recountdiff	dev-utils
recv_image	mtd-utils
red	dev-utils-dev
rediff	dev-utils
redis-benchmark	redis-native
redis-check-aof	redis-native
redis-check-rdb	redis-native
redis-cli	redis-native
redis-sentinel	redis-native
redis-server	redis-native
redsocks	network-basic
refer	man-pages
refresh-namenodes.sh	big-data-basic
regdiff	samba
regedit	wine
register-python-argcomplete	diffoscope
regpatch	samba
regshell	samba
regsvr32	wine
regtree	samba
reindexdb	postgresql
reject	hardware-printing
remmina	Remmina
remmina-gnome	Remmina
remote-viewer	virt-viewer
remotectl	cockpit
rename	os-core
renderdoccmd	developer-gpu
renice	os-core
reno	openstack-common
reordercap	wireshark
repc	containers-basic-dev
replace	mariadb
repo2solv	devpkg-libsolv
repomdxml2solv	devpkg-libsolv
repstopdf	texlive
request-key	os-core-dev
rescan-scsi-bus.sh	openstack-common
reset	sysadmin-basic
resgen	mono
resgen2	mono
resize	xterm
resize.f2fs	os-testsuite-0day
resize2fs	os-core
resizecons	kbd
resizepart	os-core
resolvconf	os-core
resolve_stack_dump	mariadb
resolvectl	os-core
resolveip	mariadb
restic	restic
restore_kernel_faults_default.sh	ltp
retype	python-extras
rev	os-core
reviewboard-am	desktop-kde-apps
rfcomm	hardware-bluetooth
rfddump	mtd-utils
rfdformat	mtd-utils
rfkill	os-core
rftp	tcl-basic
rhythmbox	rhythmbox
rhythmbox-client	rhythmbox
ri	ruby-basic
rigctl	amateur-radio
rigctl-wsjtx	amateur-radio
rigctlcom-wsjtx	amateur-radio
rigctld	amateur-radio
rigctld-wsjtx	amateur-radio
rigmem	amateur-radio
rigsmtr	amateur-radio
rigswr	amateur-radio
riostream	storage-utils
ripd	quagga
ripngd	quagga
rjoe	joe
rlogin-cwd	tcl-basic
rm	os-core
rmcp-ping	sysadmin-hostmgmt
rmcpping	sysadmin-hostmgmt
rmdir	os-core
rmic	java-runtime
rmic11	java11-basic
rmic9	java9-basic
rmid	java-runtime
rmid11	java11-basic
rmid9	java9-basic
rmiregistry	java-runtime
rmiregistry11	java11-basic
rmiregistry9	java9-basic
rmmod	os-core
rnano	os-core
rngd	cryptography
rngtest	cryptography
roff2dvi	man-pages
roff2html	man-pages
roff2pdf	man-pages
roff2ps	man-pages
roff2text	man-pages
roff2x	man-pages
rofiles-fuse	flatpak
rotatelogs	httpd
rotctl	amateur-radio
rotctld	amateur-radio
route	net-tools
route53	cloud-api
routef	os-core
routel	os-core
rpc.idmapd	nfs-utils
rpc.mountd	nfs-utils
rpc.nfsd	nfs-utils
rpc.statd	nfs-utils
rpcbind	nfs-utils
rpcclient	samba
rpcdebug	nfs-utils
rpcgen	os-core
rpcinfo	nfs-utils
rpdfcrop	texlive
rping	storage-utils
rpm	os-core-dev
rpm2archive	package-utils
rpm2cpio	package-utils
rpmbuild	package-utils
rpmdb	os-core-dev
rpmdb2solv	devpkg-libsolv
rpmgraph	os-core-dev
rpmkeys	os-core-dev
rpmmd2solv	devpkg-libsolv
rpmquery	os-core-dev
rpms2solv	devpkg-libsolv
rpmsign	os-core-dev
rpmspec	os-core-dev
rpmverify	os-core-dev
rrdcached	rrdtool
rrdcgi	rrdtool
rrdcreate	rrdtool
rrdinfo	rrdtool
rrdtool	rrdtool
rrdupdate	rrdtool
rst2html.py	docutils
rst2html4.py	docutils
rst2html5.py	docutils
rst2latex.py	docutils
rst2man	docutils
rst2man.py	docutils
rst2odt.py	docutils
rst2odt_prepstyles.py	docutils
rst2pseudoxml.py	docutils
rst2s5.py	docutils
rst2xetex.py	docutils
rst2xml.py	docutils
rstpep2html.py	docutils
rstream	storage-utils
rsvg-convert	devpkg-librsvg
rsvg-view-3	devpkg-librsvg
rsync	network-basic
rsyslogd	rsyslog
rt-migrate-test	dev-utils
rtacct	os-core
rtcwake	os-core
rtkitctl	pulseaudio
rtl_adsb	amateur-radio
rtl_eeprom	amateur-radio
rtl_fm	amateur-radio
rtl_power	amateur-radio
rtl_sdr	amateur-radio
rtl_tcp	amateur-radio
rtl_test	amateur-radio
rtlbrowse	gtkwave
rtmon	os-core
rtpr	os-core
rtstat	os-core
rubibtex	texlive
rubikrotation	texlive
ruby	ruby-basic
rumakeindex	texlive
run-with-aspell	sysadmin-basic
run_erl	openstack-common
run_perftest_loopback	hpc-utils
run_perftest_multi_devices	hpc-utils
run_srp_daemon	storage-utils
runc	cloud-control
runcon	os-core
rungs	texlive
runlevel	os-core
runscript	minicom
runtest	os-core-dev
runuser	os-core
rust-gdb	rust-basic
rust-lldb	rust-basic
rustc	rust-basic
rustdoc	rust-basic
rview	vim
rvim	vim
rvlc	vlc
rvnamed	network-basic
rxe_cfg	hpc-utils
s3fs	s3fs-fuse
s3put	cloud-api
sadf	sysstat
samba	samba
samba-gpupdate	samba
samba-regedit	samba
samba-tool	samba
samba_dnsupdate	samba
samba_kcc	samba
samba_spnupdate	samba
samba_upgradedns	samba
sancov	llvm
sane-config	desktop-dev
sane-find-scanner	desktop-dev
saned	desktop-dev
sanstats	llvm
saquery	hpc-utils
sar	sysstat
saslauthd	devpkg-cyrus-sasl
sasldblistusers2	devpkg-cyrus-sasl
saslpasswd2	devpkg-cyrus-sasl
sassc	qt-basic-dev
saved_model_cli	machine-learning-tensorflow
savedefconfig	service-os-dev
saxfr	pdns
sbattach	os-clr-on-clr
sbcdec	qt-basic-dev
sbcenc	qt-basic-dev
sbcinfo	qt-basic-dev
sbkeysync	os-clr-on-clr
sbsiglist	os-clr-on-clr
sbsign	os-clr-on-clr
sbvarsign	os-clr-on-clr
sbverify	os-clr-on-clr
scala	big-data-basic
scalac	big-data-basic
scaladoc	big-data-basic
scalap	big-data-basic
scan-build	llvm
scan-view	llvm
scandeps.pl	perl-extras
scanimage	desktop-dev
sccmap	graphviz
schemagen	java-runtime
schemagen9	java9-basic
sclient	enterprise-login
scmp_sys_resolver	file
scncopy	dev-utils
scons	scons
scons-3.0.5	scons
scons-3.0.5.bat	scons
scons-configure-cache	scons
scons-configure-cache-3.0.5	scons
scons-time	scons
scons-time-3.0.5	scons
scons.bat	scons
sconsign	scons
sconsign-3.0.5	scons
scor2prt	texlive
scp	openssh-server
screen	sysadmin-basic
screen-4.6.2	sysadmin-basic
script	os-core
scriptreplay	os-core
scsi_logging_level	openstack-common
scsi_mandat	openstack-common
scsi_readcap	openstack-common
scsi_ready	openstack-common
scsi_satl	openstack-common
scsi_start	openstack-common
scsi_stop	openstack-common
scsi_temperature	openstack-common
sctp_darn	devpkg-lksctp-tools
sctp_status	devpkg-lksctp-tools
sctp_test	devpkg-lksctp-tools
scummvm	games
sdbadmin	cloud-api
sddm	desktop-kde
sddm-greeter	desktop-kde
sddmthemeinstaller	desktop-kde
sdiff	diffutils
sdig	pdns
sdkserver	openstack-common
sdl-config	devpkg-SDL
sdl2-config	devpkg-SDL2
sdptool	hardware-bluetooth
seahorse	seahorse
seahorse-daemon	desktop-dev
secret-tool	devpkg-libsecret
secutil	mono
sed	os-core
sem	parallel
sendmail	mail-utils
sendme	dev-utils
sensors	lm-sensors
sensors-conf-convert	lm-sensors
sensors-detect	lm-sensors
seq	os-core
seqdiag	python-extras
serialver	java-runtime
serialver11	java11-basic
serialver9	java9-basic
serve_image	mtd-utils
servertool	java-runtime
servertool9	java9-basic
servicemenudeinstallation	dolphin
servicemenuinstallation	dolphin
set-crio-default-runtime	containers-virt
set-docker-default-runtime	containers-virt
setarch	os-core
setcap	sysadmin-basic
setconfig	service-os-dev
setfacl	acl
setfattr	devpkg-attr
setfont	kbd
setkeycodes	kbd
setleds	kbd
setmetamode	kbd
setpci	sysadmin-basic
setpriv	os-core
setreg	mono
setserial	sysadmin-basic
setsid	os-core
setterm	os-core
setup_vars_opencv4.sh	devpkg-opencv
setvtrgb	kbd
setxkbmap	x11-tools
sfcsample	libva-utils
sfddiff	fontforge
sfdisk	os-core
sfdp	graphviz
sftp	openssh-server
sg	os-core
sg_bg_ctl	openstack-common
sg_compare_and_write	openstack-common
sg_copy_results	openstack-common
sg_dd	openstack-common
sg_decode_sense	openstack-common
sg_emc_trespass	openstack-common
sg_format	openstack-common
sg_get_config	openstack-common
sg_get_lba_status	openstack-common
sg_ident	openstack-common
sg_inq	openstack-common
sg_logs	openstack-common
sg_luns	openstack-common
sg_map	openstack-common
sg_map26	openstack-common
sg_modes	openstack-common
sg_opcodes	openstack-common
sg_persist	openstack-common
sg_prevent	openstack-common
sg_raw	openstack-common
sg_rbuf	openstack-common
sg_rdac	openstack-common
sg_read	openstack-common
sg_read_attr	openstack-common
sg_read_block_limits	openstack-common
sg_read_buffer	openstack-common
sg_read_long	openstack-common
sg_readcap	openstack-common
sg_reassign	openstack-common
sg_referrals	openstack-common
sg_rep_zones	openstack-common
sg_requests	openstack-common
sg_reset	openstack-common
sg_reset_wp	openstack-common
sg_rmsn	openstack-common
sg_rtpg	openstack-common
sg_safte	openstack-common
sg_sanitize	openstack-common
sg_sat_identify	openstack-common
sg_sat_phy_event	openstack-common
sg_sat_read_gplog	openstack-common
sg_sat_set_features	openstack-common
sg_scan	openstack-common
sg_seek	openstack-common
sg_senddiag	openstack-common
sg_ses	openstack-common
sg_ses_microcode	openstack-common
sg_start	openstack-common
sg_stpg	openstack-common
sg_stream_ctl	openstack-common
sg_sync	openstack-common
sg_test_rwbuf	openstack-common
sg_timestamp	openstack-common
sg_turs	openstack-common
sg_unmap	openstack-common
sg_verify	openstack-common
sg_vpd	openstack-common
sg_wr_mode	openstack-common
sg_write_buffer	os-testsuite-0day
sg_write_long	openstack-common
sg_write_same	openstack-common
sg_write_verify	openstack-common
sg_write_x	openstack-common
sg_xcopy	openstack-common
sg_zone	openstack-common
sgdisk	storage-utils
sgen	mono
sgen-grep-binprot	mono
sginfo	openstack-common
sgm_dd	openstack-common
sgmldiff	docbook-utils
sgp_dd	openstack-common
sh	os-core
sha1pass	syslinux
sha1sum	os-core
sha224sum	os-core
sha256sum	os-core
sha384sum	os-core
sha3sum	perl-extras
sha512sum	os-core
shar	sysadmin-basic
sharesec	samba
sharkd	wireshark
shasum	perl-basic
shmemcc	openmpi
shmemfort	openmpi
shmemrun	openmpi
shmidcat	gtkwave
show-shared-extents	duperemove
showconsolefont	kbd
showfoto	digikam
showkey	kbd
showmount	nfs-utils
shred	os-core
shuf	os-core
shutdown	os-core
siege	performance-tools
siege.config	performance-tools
siege2csv.pl	performance-tools
sieveeditor	desktop-kde-apps
sig-list-to-certs	os-clr-on-clr
sign-efi-sig-list	os-clr-on-clr
signaltest	dev-utils
signcode	mono
signtool	cryptography
signver	cryptography
sigtool	clamav
sigwaittest	dev-utils
sim_client	enterprise-login
sim_lsmplugin	sysadmin-remote
sim_server	enterprise-login
simc_lsmplugin	sysadmin-remote
simg2img	storage-utils
simg2simg	storage-utils
simpdftex	texlive
simple	calc
simple-scan	desktop-apps
simple_dcraw	devpkg-LibRaw
simpleexpand	devpkg-xapian-core
simpleindex	devpkg-xapian-core
simpleplayer	desktop-apps
simplesearch	devpkg-xapian-core
sip	machine-learning-web-ui
size	binutils
sjisconv	texlive
sjislatex	texlive
sjispdflatex	texlive
skdump	devpkg-libatasmart
skivi	python-extras
sktest	devpkg-libatasmart
slapacl	openldap
slapadd	openldap
slapauth	openldap
slapcat	openldap
slapdn	openldap
slapindex	openldap
slappasswd	openldap
slapschema	openldap
slaptest	openldap
slattach	net-tools
slaves.sh	big-data-basic
sleep	os-core
slencheck	database-basic-dev
sln	sysadmin-basic
sload.f2fs	os-testsuite-0day
slsh	os-core-dev
slugify	domotica
sm-notify	nfs-utils
smartctl	smartmontools
smartd	smartmontools
smbcacls	samba
smbclient	samba
smbcontrol	samba
smbcquotas	samba
smbd	samba
smbget	samba
smbinfo	storage-utils
smbios-battery-ctl	devpkg-libsmbios
smbios-get-ut-data	devpkg-libsmbios
smbios-keyboard-ctl	devpkg-libsmbios
smbios-lcd-brightness	devpkg-libsmbios
smbios-passwd	devpkg-libsmbios
smbios-state-byte-ctl	devpkg-libsmbios
smbios-sys-info	devpkg-libsmbios
smbios-sys-info-lite	devpkg-libsmbios
smbios-thermal-ctl	devpkg-libsmbios
smbios-token-ctl	devpkg-libsmbios
smbios-upflag-ctl	devpkg-libsmbios
smbios-wakeup-ctl	devpkg-libsmbios
smbios-wireless-ctl	devpkg-libsmbios
smbpasswd	samba
smbspool	samba
smbstatus	samba
smbtar	samba
smbtorture	samba
smbtree	samba
sminfo	hpc-utils
smispy_lsmplugin	sysadmin-remote
smpdump	hpc-utils
smpquery	hpc-utils
smtpd.py	python2-basic
sn	mono
snap_scheduler.py	storage-cluster
snd2png	openqa
sndfile-cmp	qt-basic-dev
sndfile-concat	qt-basic-dev
sndfile-convert	qt-basic-dev
sndfile-deinterleave	qt-basic-dev
sndfile-info	qt-basic-dev
sndfile-interleave	qt-basic-dev
sndfile-metadata-get	qt-basic-dev
sndfile-metadata-set	qt-basic-dev
sndfile-play	qt-basic-dev
sndfile-regtest	qt-basic-dev
sndfile-resample	devpkg-libsamplerate
sndfile-salvage	qt-basic-dev
snmp-bridge-mib	performance-tools
snmpbulkget	performance-tools
snmpbulkwalk	performance-tools
snmpcheck	performance-tools
snmpconf	performance-tools
snmpd	performance-tools
snmpdelta	performance-tools
snmpdf	performance-tools
snmpget	performance-tools
snmpgetnext	performance-tools
snmpinform	performance-tools
snmpnetstat	performance-tools
snmpping	performance-tools
snmpps	performance-tools
snmpset	performance-tools
snmpstatus	performance-tools
snmptable	performance-tools
snmptest	performance-tools
snmptop	performance-tools
snmptranslate	performance-tools
snmptrap	performance-tools
snmptrapd	performance-tools
snmpusm	performance-tools
snmpvacm	performance-tools
snmpwalk	performance-tools
soapsuds	mono
socat	sysadmin-basic
soelim	man-pages
soffice	libreoffice
solid-action-desktop-gen	desktop-kde
solid-hardware5	kde-frameworks5
sort	os-core
sosreport	sysadmin-remote
sotruss	os-core
soundmodem	amateur-radio
soundmodemconfig	amateur-radio
source-highlight	dev-utils
source-highlight-esc.sh	dev-utils
source-highlight-settings	dev-utils
sox	amateur-radio
soxi	amateur-radio
spa-inspect	devpkg-pipewire
spa-monitor	devpkg-pipewire
spark-class	big-data-basic
spark-shell	big-data-basic
spark-sql	big-data-basic
spark-submit	big-data-basic
sparkR	big-data-basic
speaker-test	alsa-utils
spectacle	spectacle
speexdec	qt-basic-dev
speexenc	qt-basic-dev
sphinx-apidoc	Sphinx
sphinx-autogen	Sphinx
sphinx-build	Sphinx
sphinx-quickstart	Sphinx
spice-client-glib-usb-acl-helper	spice-gtk
spicy	spice-gtk
spicy-screenshot	spice-gtk
spicy-stats	spice-gtk
spirv-as	developer-gpu
spirv-cfg	developer-gpu
spirv-dis	developer-gpu
spirv-lesspipe.sh	developer-gpu
spirv-link	developer-gpu
spirv-opt	developer-gpu
spirv-reduce	developer-gpu
spirv-remap	developer-gpu
spirv-stats	developer-gpu
spirv-val	developer-gpu
splain	perl-basic
split	os-core
split2po	desktop-kde-apps
splitdiff	dev-utils
splitindex	texlive
sponge	os-testsuite-0day
sprof	os-core
sql	parallel
sqlformat	machine-learning-web-ui
sqlite3	sqlite
sqliterepo_c	package-utils
sqlmetal	mono
sqlsharp	mono
sqlt	perl-extras
sqlt-diagram	perl-extras
sqlt-diff	perl-extras
sqlt-diff-old	perl-extras
sqlt-dumper	perl-extras
sqlt-graph	perl-extras
square	calc
squid	squid
squidclient	squid
src-hilite-lesspipe.sh	dev-utils
srcredact	texlive
srp_daemon	storage-utils
srp_daemon.sh	storage-utils
srptool	cryptography
ss	os-core
ss2	openstack-common
sserver	enterprise-login
ssh	openssh-server
ssh-add	openssh-server
ssh-agent	openssh-server
ssh-copy-id	openssh-server
ssh-keygen	openssh-server
ssh-keyscan	openssh-server
sshd	openssh-server
sshfs	storage-utils
sshpass	ansible
ssltap	cryptography
ssocr	ssocr
sst_dump	mariadb
stack	haskell-basic
start-all.sh	big-data-basic
start-balancer.sh	big-data-basic
start-dfs.sh	big-data-basic
start-pulseaudio-x11	pulseaudio
start-secure-dns.sh	big-data-basic
start-statd	nfs-utils
start-yarn.sh	big-data-basic
startkde	desktop-kde
startlxqt	desktop-lxqt
startplasmacompositor	desktop-kde
startx	x11-server
startxfce4	xfce4-desktop
stat	os-core
stdbuf	os-core
steam	games
stellarium	stellarium
stest	desktop-i3
stl	maker-3dprinting
stl2ascii	maker-3dprinting
stl2bin	maker-3dprinting
stop-all.sh	big-data-basic
stop-balancer.sh	big-data-basic
stop-dfs.sh	big-data-basic
stop-secure-dns.sh	big-data-basic
stop-yarn.sh	big-data-basic
stow	sysadmin-basic
strace	strace
stream	ImageMagick
stress-ng	dev-utils
strings	binutils
stringto-test	devpkg-exiv2
strip	binutils
stty	os-core
stubgen	python-extras
stubquery	pdns
stunbdc	software-defined-cockpit-dev
stund	software-defined-cockpit-dev
stunnel	cloud-api
sty2dtx	texlive
style_transfer_sample	computer-vision-basic
su	os-core
subunit-1to2	software-testing
subunit-2to1	software-testing
subunit-diff	c-basic
subunit-filter	software-testing
subunit-ls	software-testing
subunit-notify	software-testing
subunit-output	software-testing
subunit-stats	software-testing
subunit-tags	software-testing
subunit2csv	software-testing
subunit2disk	c-basic
subunit2gtk	software-testing
subunit2junitxml	software-testing
subunit2pyunit	software-testing
sudo	sudo
sudoedit	sudo
sudoreplay	sudo
sulogin	os-core
sum	os-core
sumtool	mtd-utils
suricata	suricata
suricata-update	suricata
suricatactl	suricata
suricatasc	suricata
svcutil	mono
svlc	vlc
svn	subversion
svn-clean	desktop-kde-apps
svn-multi	texlive
svnadmin	subversion
svnbackport	desktop-kde-apps
svnbench	subversion
svnchangesince	desktop-kde-apps
svndumpfilter	subversion
svnforwardport	desktop-kde-apps
svnfsfs	subversion
svngettags	desktop-kde-apps
svnintegrate	desktop-kde-apps
svnlastchange	desktop-kde-apps
svnlastlog	desktop-kde-apps
svnlook	subversion
svnmucc	subversion
svnrdump	subversion
svnrevertlast	desktop-kde-apps
svnserve	subversion
svnsync	subversion
svnversion	subversion
svnversions	desktop-kde-apps
svsematest	dev-utils
swaplabel	os-core
swapoff	os-core
swapon	os-core
swappo	desktop-kde-apps
sweeper	desktop-kde-games
swift	openstack-common
swift-account-audit	openstack-common
swift-account-auditor	openstack-common
swift-account-info	openstack-common
swift-account-reaper	openstack-common
swift-account-replicator	openstack-common
swift-account-server	openstack-common
swift-config	openstack-common
swift-container-auditor	openstack-common
swift-container-info	openstack-common
swift-container-reconciler	openstack-common
swift-container-replicator	openstack-common
swift-container-server	openstack-common
swift-container-sharder	openstack-common
swift-container-sync	openstack-common
swift-container-updater	openstack-common
swift-dispersion-populate	openstack-common
swift-dispersion-report	openstack-common
swift-drive-audit	openstack-common
swift-form-signature	openstack-common
swift-get-nodes	openstack-common
swift-init	openstack-common
swift-manage-shard-ranges	openstack-common
swift-object-auditor	openstack-common
swift-object-expirer	openstack-common
swift-object-info	openstack-common
swift-object-reconstructor	openstack-common
swift-object-relinker	openstack-common
swift-object-replicator	openstack-common
swift-object-server	openstack-common
swift-object-updater	openstack-common
swift-oldies	openstack-common
swift-orphans	openstack-common
swift-proxy-server	openstack-common
swift-recon	openstack-common
swift-recon-cron	openstack-common
swift-reconciler-enqueue	openstack-common
swift-ring-builder	openstack-common
swift-ring-builder-analyzer	openstack-common
swift-ring-composer	openstack-common
swig	machine-learning-basic
switch_root	os-core
switcher	boinc-client
swupd	os-core-update
swupd-3rd-party	clr-user-bundles
swupd-extract	mixer
swupd-inspector	mixer
swupd-overdue	os-core-update
swupd-probe	telemetrics
swupd-search	python3-basic
sxpm	devpkg-libXpm
symilar	computer-vision-models
sync	os-core
synclient	os-utils-gui
syncqt.pl	editors-dev
synctex	texlive
syndaemon	os-utils-gui
synergy	synergy
synergyc	synergy
synergys	synergy
syntool	synergy
syscse	dev-utils
sysctl	os-core
sysdig	performance-tools
sysdig-probe-loader	performance-tools
syslinux	syslinux
syslinux2ansi	syslinux
systemctl	os-core
systemd-analyze	os-core
systemd-ask-password	os-core
systemd-cat	os-core
systemd-cgls	os-core
systemd-cgtop	os-core
systemd-delta	os-core
systemd-detect-virt	os-core
systemd-escape	os-core
systemd-hwdb	desktop
systemd-id128	os-core
systemd-inhibit	os-core
systemd-machine-id-setup	os-core
systemd-mount	os-core
systemd-notify	os-core
systemd-nspawn	os-core
systemd-path	os-core
systemd-resolve	os-core
systemd-run	os-core
systemd-socket-activate	os-core
systemd-stdio-bridge	os-core
